audio_path,reference,whisper_text,seamless_m4t_text,wav2vec2_text,whisper_wer,whisper_cer,seamless_m4t_wer,seamless_m4t_cer,wav2vec2_wer,wav2vec2_cer,error
/content/2/cv-other-test/cv-other-test/sample-000000.mp3,you killed all three of them for nothing, you killed all three of them for nothing.,you killed all three of them for nothing.,you kiled al thre of them for nothing,0.125,0.025,0.125,0.025,0.375,0.075,
/content/2/cv-other-test/cv-other-test/sample-000001.mp3,will it be warmer in montana, will it be warmer montana?,will it be warmer montana?,wil it be warmer montano,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.5,0.17857142857142858,
/content/2/cv-other-test/cv-other-test/sample-000002.mp3,science has been arguing about the zoological classification of the species for decades, science has been arguing about the zoological classification of the species for decades.,science has been arguing about the zoological classification of the species for decades.,science has ben arguing about the zological clasification of the species for decades,0.07692307692307693,0.011494252873563218,0.07692307692307693,0.011494252873563218,0.23076923076923078,0.034482758620689655,
/content/2/cv-other-test/cv-other-test/sample-000003.mp3,he wasn't asking for help, he won't ask him for help.,he wasn't asking for help.,he wasn't ask in for him,0.8,0.28,0.2,0.04,0.6,0.2,
/content/2/cv-other-test/cv-other-test/sample-000004.mp3,but he granted the travelers three days, but he granted the travelers three days.,but he granted the travellers three days.,but he granted the travelers thre days,0.14285714285714285,0.02564102564102564,0.2857142857142857,0.05128205128205128,0.14285714285714285,0.02564102564102564,
/content/2/cv-other-test/cv-other-test/sample-000005.mp3,pull this lever to activate the piston, pull this lever to activate the piston.,hold this lever to activate the piston.,hold this lever to activate the piston,0.14285714285714285,0.02631578947368421,0.2857142857142857,0.10526315789473684,0.14285714285714285,0.07894736842105263,
/content/2/cv-other-test/cv-other-test/sample-000006.mp3,she likes you, i like you.,she likes you.,she likes you,1.0,0.38461538461538464,0.3333333333333333,0.07692307692307693,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000007.mp3,they'll believe him, well-believe him.,they'll believe him.,theyl believe him,1.0,0.3157894736842105,0.3333333333333333,0.05263157894736842,0.3333333333333333,0.10526315789473684,
/content/2/cv-other-test/cv-other-test/sample-000008.mp3,she went over to the hospital to call on professor davis, she went over to the hospital to call on professor davis.,she went over to the hospital to visit on professor davis.,she went over to the hospital to cal on profesor davies,0.09090909090909091,0.017857142857142856,0.18181818181818182,0.10714285714285714,0.2727272727272727,0.05357142857142857,
/content/2/cv-other-test/cv-other-test/sample-000009.mp3,there are a lot of seats over there, there are a lot of seats over there.,there's a lot of seats over there.,there a lot of seats arevre rare,0.125,0.02857142857142857,0.375,0.14285714285714285,0.375,0.3142857142857143,
/content/2/cv-other-test/cv-other-test/sample-000010.mp3,my password has been changed without permission, my password has been changed without permission.,my password has been changed without permission.,my pasword has ben changed without permision,0.14285714285714285,0.02127659574468085,0.14285714285714285,0.02127659574468085,0.42857142857142855,0.06382978723404255,
/content/2/cv-other-test/cv-other-test/sample-000011.mp3,and you can meet us at the station, and you can meet us at the station.,and you can meet us at the station.,and you can met us at the station,0.125,0.029411764705882353,0.125,0.029411764705882353,0.125,0.029411764705882353,
/content/2/cv-other-test/cv-other-test/sample-000012.mp3,we speak of them only to children,,i'm going to take a look at the video.,e,1.0,1.0,1.2857142857142858,0.8484848484848485,1.0,0.9696969696969697,
/content/2/cv-other-test/cv-other-test/sample-000013.mp3,as a workaround we could use application specific profiles," as a workaround, we could use application specific profiles.","as a workaround, we could use application specific profiles.",as a work around we could use aplication specific profiles,0.2222222222222222,0.034482758620689655,0.2222222222222222,0.034482758620689655,0.3333333333333333,0.034482758620689655,
/content/2/cv-other-test/cv-other-test/sample-000014.mp3,but i found it difficult to get to work because of the investigations, yeah okay look at all these plants,i found it very difficult to get to work at the investigations.,te filmen have a devenovet radcustan investigations,1.0,0.7681159420289855,0.38461538461538464,0.2753623188405797,0.9230769230769231,0.6086956521739131,
/content/2/cv-other-test/cv-other-test/sample-000015.mp3,what're you trying to do, what are you trying to do?,what are you trying to do?,what are you trying to do,0.6,0.125,0.6,0.125,0.4,0.08333333333333333,
/content/2/cv-other-test/cv-other-test/sample-000016.mp3,the rest of you get in here and riot,,i'm going to take a look at the weather forecast.,e eo oe eore,1.0,1.0,1.1111111111111112,1.0277777777777777,1.0,0.7222222222222222,
/content/2/cv-other-test/cv-other-test/sample-000017.mp3,there is no universal definition of intelligence but everyone agrees that the ability of learning belongs to it," there is no universal definition of intelligence, but everyone agrees that the ability of learning belongs to it.","there is no universal definition of intelligence, but everyone agrees that the ability of learning belongs to it.",there is no universal definition of inteligence but everyone agres that the ability of learning belongs to it,0.1111111111111111,0.018018018018018018,0.1111111111111111,0.018018018018018018,0.1111111111111111,0.018018018018018018,
/content/2/cv-other-test/cv-other-test/sample-000018.mp3,he don't seem like a guy that'd fall into line, you don't seem like a guy that had fallen to line.,he doesn't seem like a guy that would fall into line.,he don't sem like a guy that hoad falen to line,0.6,0.21739130434782608,0.4,0.17391304347826086,0.5,0.1956521739130435,
/content/2/cv-other-test/cv-other-test/sample-000019.mp3,who did you talk to, who did you talk to?,who did you talk to?,who did you talk to,0.2,0.05263157894736842,0.2,0.05263157894736842,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000020.mp3,have her call me back, have a call me back.,tell her call me back!,have woat cal me back,0.4,0.19047619047619047,0.4,0.23809523809523808,0.4,0.23809523809523808,
/content/2/cv-other-test/cv-other-test/sample-000021.mp3,he became friendly with the camel driver who traveled alongside him, he became friendly with the camera driver who travelled alongside him.,he became friendly with the camel driver who traveled alongside him.,he became friendly with the camel driver who traveled alongside him,0.2727272727272727,0.05970149253731343,0.09090909090909091,0.014925373134328358,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000022.mp3,i'm afraid you're blocking my view, i'm afraid you're blocking my view.,i'm afraid you're blocking my view.,i'm afraid you're blocking my view,0.16666666666666666,0.029411764705882353,0.16666666666666666,0.029411764705882353,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000023.mp3,it's a sacrifice we all ought to be glad to make, it's a sacrifice we all ought to be glad to make.,it's a sacrifice we all should be glad to make.,it's a sacrifice we'l ought to be glad to make,0.09090909090909091,0.020833333333333332,0.2727272727272727,0.16666666666666666,0.18181818181818182,0.0625,
/content/2/cv-other-test/cv-other-test/sample-000024.mp3,the text does not discuss the meaning and effect of the weights, the text does not discuss the meaning and effect of the weights.,the text does not discuss the meaning and effect of the weights.,the text does not discus the meaning and efect of the weaves,0.08333333333333333,0.015873015873015872,0.08333333333333333,0.015873015873015872,0.25,0.09523809523809523,
/content/2/cv-other-test/cv-other-test/sample-000025.mp3,does she have the money, does she have the money?,does she have the money?,does she have the money,0.2,0.043478260869565216,0.2,0.043478260869565216,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000026.mp3,it created a sensation, it created a sensation.,it created a sensation!,it created a sensation,0.25,0.045454545454545456,0.25,0.045454545454545456,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000027.mp3,i didn't come here to have you read my palm he said already regretting having come," i didn't come here to have you read my poem he said already, regretting having come.","""i didn't come here to have you read my palm,"" he said, already regretting having come.",i didn't come here to have you read my palm he said already regreting having come,0.1875,0.04878048780487805,0.25,0.06097560975609756,0.0625,0.012195121951219513,
/content/2/cv-other-test/cv-other-test/sample-000028.mp3,wouldn't do any good, wouldn't do any good.,wouldn't do any good,wouldn't do any god,0.25,0.05,0.0,0.0,0.25,0.05,
/content/2/cv-other-test/cv-other-test/sample-000029.mp3,were they quick or were they enraged, what they quick over they enraged.,were they quick or were they enraged?,were they quicker were they enraged,0.5714285714285714,0.2222222222222222,0.14285714285714285,0.027777777777777776,0.2857142857142857,0.05555555555555555,
/content/2/cv-other-test/cv-other-test/sample-000030.mp3,i can't let you have my plane, i can't let you have my plane.,i can't let you have my plane.,i can't let you have my playing,0.14285714285714285,0.034482758620689655,0.14285714285714285,0.034482758620689655,0.14285714285714285,0.10344827586206896,
/content/2/cv-other-test/cv-other-test/sample-000031.mp3,the ceiling collapsed inwards, the ceiling collapsed inwards.,the ceiling collapsed insideward.,the ceiling colapsed inwards,0.25,0.034482758620689655,0.25,0.1724137931034483,0.25,0.034482758620689655,
/content/2/cv-other-test/cv-other-test/sample-000032.mp3,i wasn't prepared for his pickles, i wasn't prepared for his pickles.,i wasn't prepared for his pickles.,i wasn't prepared for his pickals,0.16666666666666666,0.030303030303030304,0.16666666666666666,0.030303030303030304,0.16666666666666666,0.06060606060606061,
/content/2/cv-other-test/cv-other-test/sample-000033.mp3,not always in this way but i always appear in one form or another," not always in this way, but i always appear in one form or another.","not always in this way, but i always appear in one form or another.",not always in his way but i always apeare in one form or anot,0.14285714285714285,0.03076923076923077,0.14285714285714285,0.03076923076923077,0.21428571428571427,0.09230769230769231,
/content/2/cv-other-test/cv-other-test/sample-000034.mp3,smoking is prohibited, smoking up is pretty bitter.,smoking is forbidden.,smoking is prohibiter,1.0,0.5238095238095238,0.3333333333333333,0.38095238095238093,0.3333333333333333,0.047619047619047616,
/content/2/cv-other-test/cv-other-test/sample-000035.mp3,they all met during office hours, they all met during office hours.,they all met during office hours.,they al met during ofice hours,0.16666666666666666,0.03125,0.16666666666666666,0.03125,0.3333333333333333,0.0625,
/content/2/cv-other-test/cv-other-test/sample-000036.mp3,but he didn't stop, but he didn't stop.,but he didn't stop.,but e den't stop,0.25,0.05555555555555555,0.25,0.05555555555555555,0.5,0.16666666666666666,
/content/2/cv-other-test/cv-other-test/sample-000037.mp3,where'd you wire him, where'd you wire him?,where did you wire him?,where'd you wire him,0.25,0.05,0.75,0.2,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000038.mp3,and he gave the boy his blessing, and he gave the boy his blessing.,and he gave the boy his blessing.,and he gave the boy his blesing,0.14285714285714285,0.03125,0.14285714285714285,0.03125,0.14285714285714285,0.03125,
/content/2/cv-other-test/cv-other-test/sample-000039.mp3,the lumberjack jumped up the tree, the lumberjack jumped up the tree.,the lumberjack jumped up the tree.,the lomba jack jumped up the tre,0.16666666666666666,0.030303030303030304,0.16666666666666666,0.030303030303030304,0.5,0.12121212121212122,
/content/2/cv-other-test/cv-other-test/sample-000040.mp3,the war continued and at times the wind carried the sweet sickly smell of blood, the war continued and at times the wind carried the sweet sickly smell of blood.,"the war continued, and at times the wind carried the sweet, sickly smell of blood.",the war continued and at times the wind cariet the swet sickly smel of blod,0.06666666666666667,0.012658227848101266,0.2,0.0379746835443038,0.26666666666666666,0.06329113924050633,
/content/2/cv-other-test/cv-other-test/sample-000041.mp3,the mines had to be abandoned, the mind said to be abandoned.,the mines had to be abandoned.,the mines haid to be abandoned,0.5,0.1724137931034483,0.16666666666666666,0.034482758620689655,0.16666666666666666,0.034482758620689655,
/content/2/cv-other-test/cv-other-test/sample-000042.mp3,and he hadn't perceived them because he had become accustomed to them, and he hadn't perceived them because he had become accustomed to them.,and he had not perceived them because he had become accustomed to them.,and he hadn't perceived them because he had become acustomed to them,0.08333333333333333,0.014492753623188406,0.25,0.043478260869565216,0.08333333333333333,0.014492753623188406,
/content/2/cv-other-test/cv-other-test/sample-000043.mp3,find the movie times at bow tie cinemas, find the movie times at bo-tai cinemas.,find the movie times at bow tie cinemas.,find the movie times at bow tie cinemas,0.375,0.1282051282051282,0.125,0.02564102564102564,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000044.mp3,the idea frightened him,,the first is the first one.,,1.0,1.0,1.25,0.8260869565217391,1.0,1.0,
/content/2/cv-other-test/cv-other-test/sample-000045.mp3,what do you mean by that, what do you mean by that?,what do you mean by that?,what do you mean by that,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.041666666666666664,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000046.mp3,you're sure you don't mind, you're sure you don't mind,are you sure you don't mind?,you're sure you don't mind,0.0,0.0,0.6,0.3076923076923077,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000047.mp3,they represent millions of voters, they represent millions of voters.,they represent millions of voters!,they represent milions of voters,0.2,0.030303030303030304,0.2,0.030303030303030304,0.2,0.030303030303030304,
/content/2/cv-other-test/cv-other-test/sample-000048.mp3,i hope it works, i hope it works.,i hope it works.,i hope it lorks,0.25,0.06666666666666667,0.25,0.06666666666666667,0.25,0.06666666666666667,
/content/2/cv-other-test/cv-other-test/sample-000049.mp3,i need a drink, i need a drink.,i need a drink.,i ned a drink,0.25,0.07142857142857142,0.25,0.07142857142857142,0.25,0.07142857142857142,
/content/2/cv-other-test/cv-other-test/sample-000050.mp3,because now he knew where his treasure was, because now he knew works better.,because now he knew where his treasure was.,because now he knew where his treasure was,0.5,0.38095238095238093,0.125,0.023809523809523808,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000051.mp3,you ain't gonna ruin this heist, he went going to rule this heist,you're not gonna ruin this heist!,he ain't gona ruin this heist,0.8333333333333334,0.41935483870967744,0.5,0.1935483870967742,0.3333333333333333,0.12903225806451613,
/content/2/cv-other-test/cv-other-test/sample-000052.mp3,twins are known to be confounding," a. i mean... twins? or... no. we're gone for our own. i leave me crowdfunding a shilletta. no, no, no. fuck you.","a. i mean, twins or no?",twins or no becom afounding ilev in crfumbing a shleta na,3.6666666666666665,2.6363636363636362,1.0,0.7575757575757576,1.6666666666666667,1.1818181818181819,
/content/2/cv-other-test/cv-other-test/sample-000053.mp3,both lost their lives in the raging storm, both lost their lives in the raging storm.,both lost their lives in the raging storm.,both lost their lives in the raging storm,0.125,0.024390243902439025,0.125,0.024390243902439025,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000054.mp3,the whole army of them, the whole army of them.,the whole army of them,the whole army of them,0.2,0.045454545454545456,0.0,0.0,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000055.mp3,i can't please everybody, i can't please everybody.,i can't please everybody.,i can't please everybody,0.25,0.041666666666666664,0.25,0.041666666666666664,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000056.mp3,this morning i found a calculator taped to my wii, this morning i found a calculator taped to my wii.,this morning i found a calculator taped to my wii.,this morning i found a calculator taped to my we,0.1,0.02040816326530612,0.1,0.02040816326530612,0.1,0.04081632653061224,
/content/2/cv-other-test/cv-other-test/sample-000057.mp3,who is this man, who is this man?,who is this man?,who is gisman,0.25,0.06666666666666667,0.25,0.06666666666666667,0.5,0.2,
/content/2/cv-other-test/cv-other-test/sample-000058.mp3,you've only had five meals today, you've only had 5 meals today.,you have only had five meals today,you've only had five mews today,0.3333333333333333,0.15625,0.3333333333333333,0.09375,0.16666666666666666,0.0625,
/content/2/cv-other-test/cv-other-test/sample-000059.mp3,lisa why aren't you at the convention," laser, why aren't you at the convention?","lisa, why aren't you at the convention?",lisia why aren't you at the convention,0.2857142857142857,0.13513513513513514,0.2857142857142857,0.05405405405405406,0.14285714285714285,0.02702702702702703,
/content/2/cv-other-test/cv-other-test/sample-000060.mp3,i told you homeboy smuggling is being prosecuted, i told you homeboy smuggling is being prosecuted.,"i told you homeboy, smuggling is being prosecuted.",i told you howmboysmudling is being prosecuted,0.125,0.020833333333333332,0.25,0.041666666666666664,0.25,0.10416666666666667,
/content/2/cv-other-test/cv-other-test/sample-000061.mp3,saul was infuriating the others, so he was infuriating the other.,saul was infuriating the others.,soul was infuriating the other,0.6,0.16129032258064516,0.2,0.03225806451612903,0.4,0.06451612903225806,
/content/2/cv-other-test/cv-other-test/sample-000062.mp3,it is still a phenomenal movement, it is still a phenomenal movement.,it is still a phenomenal movement.,it is stil a phenomenal movement,0.16666666666666666,0.030303030303030304,0.16666666666666666,0.030303030303030304,0.16666666666666666,0.030303030303030304,
/content/2/cv-other-test/cv-other-test/sample-000063.mp3,suddenly there is so much more time in a day because she no longer has to spend hours commuting," suddenly, there is so much more time in a day because she no longer has to spend our commuting.","suddenly, there is so much more time in a day because she no longer has to spend hours commuting.",sudenly there is so much more time in a day because she no longer has to spend hours comuting,0.15789473684210525,0.042105263157894736,0.10526315789473684,0.021052631578947368,0.10526315789473684,0.021052631578947368,
/content/2/cv-other-test/cv-other-test/sample-000064.mp3,that rollercoaster was insane, that roller coaster wasn't sane.,that roller coaster was crazy!,that role of coaster was insane,1.0,0.20689655172413793,0.75,0.2413793103448276,0.75,0.1724137931034483,
/content/2/cv-other-test/cv-other-test/sample-000065.mp3,the loafers and golf caddies were used to hanging out near the railway station, the loafers and golf carries were used to hanging out near the railway station.,the loafers and golf caddies were used to hanging out near the railway station.,the lumpus and golv caries were used to hanging out near the railway station,0.14285714285714285,0.038461538461538464,0.07142857142857142,0.01282051282051282,0.21428571428571427,0.10256410256410256,
/content/2/cv-other-test/cv-other-test/sample-000066.mp3,i have the diet of a kid who found twenty dollars, i have the diet of a king who found twenty dollars.,i have the diet of a kid who found twenty dollars.,ad the diet of the keybo found twenty dolars,0.18181818181818182,0.061224489795918366,0.09090909090909091,0.02040816326530612,0.5454545454545454,0.2857142857142857,
/content/2/cv-other-test/cv-other-test/sample-000067.mp3,finally i didn't have to feel guilty for using my computer on weekends," finally, i didn't have to peel guilty for using my computer on the weekends.","finally, i didn't have to feel guilty for using my computer on weekends.",finaly i didn't have to fel guilty for using my computer on the wekends,0.3076923076923077,0.1,0.15384615384615385,0.02857142857142857,0.3076923076923077,0.08571428571428572,
/content/2/cv-other-test/cv-other-test/sample-000068.mp3,that's what i'm afraid of, that's what i'm afraid of.,that's what i'm afraid of.,that's what i'm afraid of,0.2,0.04,0.2,0.04,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000069.mp3,marty helped capture the remagen bridge, matty held capture dremagen bridge.,marty helped capture the remagen bridge.,mati helped capture the remagin bridge,0.8333333333333334,0.20512820512820512,0.16666666666666666,0.02564102564102564,0.3333333333333333,0.07692307692307693,
/content/2/cv-other-test/cv-other-test/sample-000070.mp3,she needed to be pretty observant to have noticed such a small crack, she needs to be pretty observant to notice such a small crack.,she needed to be pretty observant to have noticed such a small crack.,she neded to be prety observant to have notced such a smal crack,0.3076923076923077,0.1323529411764706,0.07692307692307693,0.014705882352941176,0.3076923076923077,0.058823529411764705,
/content/2/cv-other-test/cv-other-test/sample-000071.mp3,they did something different to get there and you can learn from them, they did something different to get there and you can learn from them.,"they did something different to get there, and you can learn from them.",they did something diferent to get there and you can learn from them,0.07692307692307693,0.014492753623188406,0.15384615384615385,0.028985507246376812,0.07692307692307693,0.014492753623188406,
/content/2/cv-other-test/cv-other-test/sample-000072.mp3,if you pay attention to the present you can improve upon it," if you pay attention to the present, you can improve upon it.","if you pay attention to the present, you can improve upon it.",if you pay atention to the present you can improve upon it,0.16666666666666666,0.03389830508474576,0.16666666666666666,0.03389830508474576,0.08333333333333333,0.01694915254237288,
/content/2/cv-other-test/cv-other-test/sample-000073.mp3,hopefully i didn't just set the voice coding community back by a few months," hopefully, i didn't just set the voice coding community back by a few months.",hopefully i didn't just set the voice coding community back by a few months!,hopefuly i idnt just set the voice calding comunity back by a few months,0.14285714285714285,0.02666666666666667,0.07142857142857142,0.013333333333333334,0.2857142857142857,0.08,
/content/2/cv-other-test/cv-other-test/sample-000074.mp3,a great humanitarian and the best friend the jessie bakers have, a great humanitarian and the best friend the jesse bakers have.,a great humanitarian and the best friend the jessie bakers have.,a great humanitarian and the best friend the jese bakers have,0.18181818181818182,0.031746031746031744,0.09090909090909091,0.015873015873015872,0.09090909090909091,0.031746031746031744,
/content/2/cv-other-test/cv-other-test/sample-000075.mp3,did you see his picture on the cover of time, did you see a picture on the cover of time?,did you see his picture on the cover of time?,did you se his picture on the cover of time,0.2,0.09090909090909091,0.1,0.022727272727272728,0.1,0.022727272727272728,
/content/2/cv-other-test/cv-other-test/sample-000076.mp3,it was as if the world had fallen silent because the boy's soul had, it was as if the world had fallen silent because the boys sold hat.,it was as if the world had fallen silent because the boy's soul had.,it was as if the world had falen silent because of the boy's sold hat,0.21428571428571427,0.07462686567164178,0.07142857142857142,0.014925373134328358,0.2857142857142857,0.1044776119402985,
/content/2/cv-other-test/cv-other-test/sample-000077.mp3,some went away while i was there and other people came," some went away while i was there, and other people came.","some went away while i was there, and other people came.",some went away while i was there and other people came,0.18181818181818182,0.037037037037037035,0.18181818181818182,0.037037037037037035,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000078.mp3,i admit that i'm an alcoholic, i admit that i'm an alcoholic.,i admit that i am an alcoholic.,i admit that i'm an alcoholic,0.16666666666666666,0.034482758620689655,0.5,0.10344827586206896,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000079.mp3,don't give in to your fears said the alchemist in a strangely gentle voice, don't give in to your failed sedualkaemist in a strange religion or voice.,"""don't give in to your fears,"" said the alchemist, in a strangely gentle voice.",dont give into your afairs said th valchemist in a strangely gentle voice,0.5714285714285714,0.32432432432432434,0.2857142857142857,0.06756756756756757,0.42857142857142855,0.0945945945945946,
/content/2/cv-other-test/cv-other-test/sample-000080.mp3,the forest burned for thirteen days, the forest burned for 13 days.,the forest burned for thirteen days.,de forest born for thirten days,0.3333333333333333,0.2571428571428571,0.16666666666666666,0.02857142857142857,0.5,0.17142857142857143,
/content/2/cv-other-test/cv-other-test/sample-000081.mp3,you have all the papers there, we have all the papers there.,you have all the papers there.,you have al the papers there,0.3333333333333333,0.13793103448275862,0.16666666666666666,0.034482758620689655,0.16666666666666666,0.034482758620689655,
/content/2/cv-other-test/cv-other-test/sample-000082.mp3,sticks and stones will break my bones but what doesn't kill me makes me strong, sticks and stones will break my bones but what doesn't kill me makes me strong.,sticks and stones will break my bones but what doesn't kill me makes me strong.,sticks and stones wil break my bones but what doesn't kil me makes me strong,0.06666666666666667,0.01282051282051282,0.06666666666666667,0.01282051282051282,0.13333333333333333,0.02564102564102564,
/content/2/cv-other-test/cv-other-test/sample-000083.mp3,she was supposed to come down and get you, she was supposed to come down and get you.,she was supposed to come down and get you.,she was suposed to come down and get you,0.1111111111111111,0.024390243902439025,0.1111111111111111,0.024390243902439025,0.1111111111111111,0.024390243902439025,
/content/2/cv-other-test/cv-other-test/sample-000084.mp3,i'm your guardian angel, i'm your guardian angel.,i'm your guardian angel.,i'm your guardian angel,0.25,0.043478260869565216,0.25,0.043478260869565216,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000085.mp3,but they really don't know what they're saying, but the really don't know what to say.,but they really don't know what they say.,but they realy don't know what they say,0.375,0.21739130434782608,0.25,0.13043478260869565,0.375,0.15217391304347827,
/content/2/cv-other-test/cv-other-test/sample-000086.mp3,he was dressed only in his pajamas, he was right on his viamas.,he was dressed only in his pyjamas.,he was dresed only his piamas,0.5714285714285714,0.4411764705882353,0.14285714285714285,0.058823529411764705,0.42857142857142855,0.17647058823529413,
/content/2/cv-other-test/cv-other-test/sample-000087.mp3,sure you don't want me to go in with you,,and the first thing that comes to mind is the fact that we're going to be able to do this.,,1.0,1.0,1.9,1.725,1.0,1.0,
/content/2/cv-other-test/cv-other-test/sample-000088.mp3,is it all right, is it alright?,is it all right?,is it al right,0.5,0.2,0.25,0.06666666666666667,0.25,0.06666666666666667,
/content/2/cv-other-test/cv-other-test/sample-000089.mp3,the transaction is still pending, the transaction is still pending.,the transaction is still pending.,the transaction is stil pending,0.2,0.03125,0.2,0.03125,0.2,0.03125,
/content/2/cv-other-test/cv-other-test/sample-000090.mp3,you can speak a label to click on an element, you can speak a label to click on an element.,you can speak a label to click on an element.,you can speak a label to click on an element,0.1,0.022727272727272728,0.1,0.022727272727272728,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000091.mp3,and look how many things the wind already knew how to do, i look how many things the window red knew how to do.,and look how many things the wind already knew how to do!,i'l lok how many things the window red knew how to do,0.3333333333333333,0.16071428571428573,0.08333333333333333,0.017857142857142856,0.3333333333333333,0.16071428571428573,
/content/2/cv-other-test/cv-other-test/sample-000092.mp3,despair is something that haunts us at night, despair is something that haunts us at night,despair is something that haunts us at night.,despair is something that haunts us at night,0.0,0.0,0.125,0.022727272727272728,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000093.mp3,in symmetric cryptography the same key is used for encryption and decryption," it is a metric cryptography, the same key i used for encryption and decryption.",in symmetric cryptography the same key is used for encryption and decryption.,in symetric cryptography the same key is used for encryption and ecryption,0.5833333333333334,0.10526315789473684,0.08333333333333333,0.013157894736842105,0.16666666666666666,0.02631578947368421,
/content/2/cv-other-test/cv-other-test/sample-000094.mp3,he stood irresolute for a moment and then scrambled out of the pit, he stood air-resolute for a moment and then scrambled out of the pit.,he stood irresolute for a moment and then scrambled out of the pit.,he stod iresolute for a moment and then scrambled out of the pit,0.15384615384615385,0.045454545454545456,0.07692307692307693,0.015151515151515152,0.15384615384615385,0.030303030303030304,
/content/2/cv-other-test/cv-other-test/sample-000095.mp3,it's on the level, it's on the level.,it's on the level.,it's on the level,0.25,0.058823529411764705,0.25,0.058823529411764705,0.0,0.0,
/content/2/cv-other-test/cv-other-test/sample-000096.mp3,he decided to return to his friend's stable by the longest route possible, he decided to return to his friend's stable by the longest route possible.,he decided to return to his friend's stable by the longest route possible.,he decided to return to his friends stable by the longest route posible,0.07692307692307693,0.0136986301369863,0.07692307692307693,0.0136986301369863,0.15384615384615385,0.0273972602739726,
/content/2/cv-other-test/cv-other-test/sample-000097.mp3,then who's this one, and helps this one.,then who's this one?,then how's this one,0.75,0.47368421052631576,0.25,0.05263157894736842,0.25,0.10526315789473684,
/content/2/cv-other-test/cv-other-test/sample-000098.mp3,january was hot on the heels of december, january was hot on the heels of december.,january was hot on the heels of december.,january was hot on the hils of december,0.125,0.025,0.125,0.025,0.125,0.05,
/content/2/cv-other-test/cv-other-test/sample-000099.mp3,how do you feel, how do you feel?,how do you feel?,how do you fel,0.25,0.06666666666666667,0.25,0.06666666666666667,0.25,0.06666666666666667,
/content/2/cv-other-test/cv-other-test/sample-000100.mp3,i happen to know conway was married only three months ago,,the end of the world.,,1.0,1.0,1.0,0.7719298245614035,1.0,1.0,
